Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,County,Region,Product ID,Category,Sub-Category,Manufacturer,Sales,Quantity,Discount,Profit
4738,CA-2016-155054,13-06-16,19-06-16,Standard Class,PS-19045,Penelope Sewall,Home Office,Kenya,Maine,East,TEC-AC-10003657,Technology,Accessories,Other,67.98,2,0,14.9556
4754,US-2016-167220,12-12-16,16-12-16,Standard Class,JB-15925,Joni Blumstein,Consumer,Kenya,Texas,Central,TEC-AC-10002018,Technology,Accessories,Other,22.368,4,0.2,6.4308
4767,CA-2016-123155,09-03-16,12-03-16,First Class,NS-18640,Noel Staavos,Corporate,Kenya,Texas,Central,TEC-AC-10002473,Technology,Accessories,Other,113.52,5,0.2,29.799
4788,CA-2016-104346,11-12-16,16-12-16,Standard Class,IM-15070,Irene Maddox,Consumer,Kenya,Colorado,West,TEC-AC-10004396,Technology,Accessories,Other,58.08,4,0.2,-6.534
4822,CA-2016-140025,07-04-16,11-04-16,Standard Class,PF-19120,Peter Fuller,Consumer,Kenya,Texas,Central,TEC-AC-10002402,Technology,Accessories,Other,383.952,6,0.2,47.994
4876,CA-2015-132864,02-12-15,07-12-15,Standard Class,KN-16390,Katherine Nockton,Corporate,Kenya,Ohio,East,TEC-AC-10001267,Technology,Accessories,Other,119.8,5,0.2,29.95
4882,CA-2018-143567,02-11-18,05-11-18,Second Class,TB-21175,Thomas Boland,Corporate,Kenya,Kentucky,South,TEC-AC-10004145,Technology,Accessories,Other,2249.91,9,0,517.4793
4888,CA-2017-163167,28-11-17,01-12-17,Second Class,RF-19345,Randy Ferguson,Corporate,Kenya,Georgia,South,TEC-AC-10003441,Technology,Accessories,Other,101.7,6,0,6.102
4969,CA-2016-122406,02-08-16,05-08-16,Second Class,BE-11455,Brad Eason,Home Office,Kenya,Rhode Island,East,TEC-AC-10004571,Technology,Accessories,Other,199.98,2,0,83.9916
4976,CA-2016-142202,18-09-16,23-09-16,Second Class,JR-16210,Justin Ritter,Corporate,Kenya,Florida,South,TEC-AC-10003198,Technology,Accessories,Other,717.12,9,0.2,152.388
4982,US-2017-131114,09-12-17,13-12-17,Second Class,RW-19630,Rob Williams,Corporate,Kenya,Illinois,Central,TEC-AC-10000199,Technology,Accessories,Other,19.04,4,0.2,-1.428
5001,CA-2018-159688,07-05-18,12-05-18,Standard Class,AB-10060,Adam Bellavance,Home Office,Kenya,California,West,TEC-AC-10000736,Technology,Accessories,Other,79.99,1,0,28.7964
5005,CA-2015-156006,30-04-15,02-05-15,Second Class,TM-21010,Tamara Manning,Consumer,Kenya,Mississippi,South,TEC-AC-10002550,Technology,Accessories,Other,47.79,3,0,16.2486
5019,CA-2015-127558,15-11-15,18-11-15,First Class,SS-20410,Shahid Shariari,Consumer,Kenya,California,West,TEC-AC-10003832,Technology,Accessories,Other,772.47,3,0,146.7693
5022,CA-2017-133795,18-12-17,24-12-17,Standard Class,JE-15475,Jeremy Ellison,Consumer,Kenya,California,West,TEC-AC-10001465,Technology,Accessories,Other,72.64,2,0,21.792
5023,CA-2017-133795,18-12-17,24-12-17,Standard Class,JE-15475,Jeremy Ellison,Consumer,Kenya,California,West,TEC-AC-10003832,Technology,Accessories,Other,772.47,3,0,146.7693
5029,CA-2015-151792,02-09-15,07-09-15,Second Class,CV-12295,Christina VanderZanden,Consumer,Kenya,Illinois,Central,TEC-AC-10001606,Technology,Accessories,Other,239.976,3,0.2,53.9946
5037,CA-2015-169803,06-04-15,12-04-15,Standard Class,SC-20260,Scott Cohen,Corporate,Kenya,Washington,West,TEC-AC-10003441,Technology,Accessories,Other,33.9,2,0,2.034
5038,CA-2018-141719,17-11-18,21-11-18,Second Class,EG-13900,Emily Grady,Consumer,Kenya,Illinois,Central,TEC-AC-10003610,Technology,Accessories,Other,239.96,5,0.2,83.986
5050,US-2015-104759,31-03-15,04-04-15,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Kenya,Illinois,Central,TEC-AC-10004901,Technology,Accessories,Other,79.984,2,0.2,13.9972
5054,CA-2016-141243,03-01-16,08-01-16,Second Class,AH-10465,Amy Hunt,Consumer,Kenya,Texas,Central,TEC-AC-10003198,Technology,Accessories,Other,398.4,5,0.2,84.66
5066,CA-2018-142090,30-11-18,07-12-18,Standard Class,SC-20380,Shahid Collister,Consumer,Kenya,North Carolina,South,TEC-AC-10002001,Technology,Accessories,Other,383.976,3,0.2,81.5949
5083,CA-2017-155138,08-09-17,12-09-17,Standard Class,JM-15580,Jill Matthias,Consumer,Kenya,North Carolina,South,TEC-AC-10004209,Technology,Accessories,Other,35.168,4,0.2,8.3524
5088,CA-2016-109001,05-03-16,09-03-16,Standard Class,KN-16390,Katherine Nockton,Corporate,Kenya,Pennsylvania,East,TEC-AC-10001101,Technology,Accessories,Other,10.312,1,0.2,-1.289
5105,CA-2016-167374,26-03-16,30-03-16,Second Class,GM-14500,Gene McClure,Consumer,Kenya,Pennsylvania,East,TEC-AC-10004633,Technology,Accessories,Other,16.776,3,0.2,5.0328
5107,CA-2016-147102,19-09-16,26-09-16,Standard Class,NH-18610,Nicole Hansen,Corporate,Kenya,Georgia,South,TEC-AC-10000682,Technology,Accessories,Other,66.36,4,0,23.226
5122,CA-2015-149538,04-04-15,08-04-15,Standard Class,KB-16585,Ken Black,Corporate,Kenya,Louisiana,South,TEC-AC-10002926,Technology,Accessories,Other,99.98,2,0,42.9914
5141,CA-2016-154886,08-11-16,12-11-16,Standard Class,SW-20455,Shaun Weien,Consumer,Kenya,California,West,TEC-AC-10001956,Technology,Accessories,Other,119.9,2,0,43.164
5188,CA-2016-115567,13-09-16,18-09-16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Kenya,Indiana,Central,TEC-AC-10001314,Technology,Accessories,Other,199.96,4,0,15.9968
5190,US-2018-136679,14-11-18,18-11-18,Standard Class,XP-21865,Xylona Preis,Consumer,Kenya,Texas,Central,TEC-AC-10004855,Technology,Accessories,Other,167.952,6,0.2,-27.2922
5202,CA-2017-103982,03-03-17,08-03-17,Standard Class,AA-10315,Alex Avila,Consumer,Kenya,Texas,Central,TEC-AC-10002857,Technology,Accessories,Other,41.72,7,0.2,5.7365
5239,CA-2015-166744,20-09-15,24-09-15,Standard Class,DN-13690,Duane Noonan,Consumer,Kenya,Maryland,East,TEC-AC-10003628,Technology,Accessories,Other,59.98,2,0,26.3912
5249,US-2018-110989,03-11-18,05-11-18,Second Class,EJ-14155,Eva Jacobs,Consumer,Kenya,Washington,West,TEC-AC-10002345,Technology,Accessories,Other,43.5,3,0,10.875
5251,US-2017-169369,12-12-17,18-12-17,Standard Class,EC-14050,Erin Creighton,Consumer,Kenya,Georgia,South,TEC-AC-10001314,Technology,Accessories,Other,249.95,5,0,19.996
5264,CA-2015-105165,07-09-15,10-09-15,First Class,SZ-20035,Sam Zeldin,Home Office,Kenya,Texas,Central,TEC-AC-10002718,Technology,Accessories,Other,46.688,4,0.2,-2.918
5276,CA-2018-147333,14-12-18,20-12-18,Standard Class,KL-16555,Kelly Lampkin,Corporate,Kenya,Arkansas,South,TEC-AC-10004469,Technology,Accessories,Other,159.8,4,0,70.312
5277,CA-2018-147333,14-12-18,20-12-18,Standard Class,KL-16555,Kelly Lampkin,Corporate,Kenya,Arkansas,South,TEC-AC-10003038,Technology,Accessories,Other,44.75,5,0,8.5025
5280,US-2018-104094,07-09-18,11-09-18,Standard Class,AG-10675,Anna Gayman,Consumer,Kenya,Wisconsin,Central,TEC-AC-10002134,Technology,Accessories,Other,13.48,1,0,1.8872
5302,CA-2017-113831,30-05-17,03-06-17,Standard Class,AH-10690,Anna Häberlin,Corporate,Kenya,Virginia,South,TEC-AC-10003033,Technology,Accessories,Other,1979.7,6,0,653.301
5341,CA-2016-146486,09-11-16,14-11-16,Second Class,DV-13465,Dianna Vittorini,Consumer,Kenya,New York,East,TEC-AC-10002018,Technology,Accessories,Other,13.98,2,0,6.0114
5342,CA-2016-146486,09-11-16,14-11-16,Second Class,DV-13465,Dianna Vittorini,Consumer,Kenya,New York,East,TEC-AC-10002637,Technology,Accessories,Other,899.95,5,0,53.997
5345,CA-2016-112053,11-10-16,13-10-16,Second Class,SH-20395,Shahid Hopkins,Consumer,Kenya,New York,East,TEC-AC-10002550,Technology,Accessories,Other,31.95,1,0,2.2365
5358,CA-2015-150490,05-08-15,11-08-15,Standard Class,SS-20590,Sonia Sunley,Consumer,Kenya,California,West,TEC-AC-10004510,Technology,Accessories,Other,16.36,1,0,1.636
5376,CA-2018-134152,27-05-18,31-05-18,Standard Class,RP-19855,Roy Phan,Corporate,Kenya,Washington,West,TEC-AC-10004510,Technology,Accessories,Other,98.16,6,0,9.816
5389,CA-2018-164707,18-02-18,21-02-18,Second Class,CV-12805,Cynthia Voltz,Corporate,Kenya,California,West,TEC-AC-10004864,Technology,Accessories,Other,109.53,3,0,47.0979
5401,CA-2018-132262,21-09-18,23-09-18,First Class,ML-18265,Muhammed Lee,Consumer,Kenya,Washington,West,TEC-AC-10000158,Technology,Accessories,Other,71.98,2,0,15.1158
5402,CA-2018-132262,21-09-18,23-09-18,First Class,ML-18265,Muhammed Lee,Consumer,Kenya,Washington,West,TEC-AC-10000303,Technology,Accessories,Other,79.98,2,0,26.3934
5406,US-2017-143280,22-02-17,26-02-17,Standard Class,TZ-21580,Tracy Zic,Consumer,Kenya,California,West,TEC-AC-10003399,Technology,Accessories,Other,36.24,1,0,15.2208
5413,CA-2018-166856,18-09-18,22-09-18,Standard Class,TS-21505,Tony Sayre,Consumer,Kenya,New Mexico,West,TEC-AC-10004992,Technology,Accessories,Other,101.34,3,0,8.1072
5422,US-2017-151827,31-03-17,02-04-17,Second Class,CS-11950,Carlos Soltero,Consumer,Kenya,Pennsylvania,East,TEC-AC-10003289,Technology,Accessories,Other,31.984,2,0.2,1.1994
5426,CA-2017-153598,03-12-17,06-12-17,First Class,NM-18520,Neoma Murray,Consumer,Kenya,California,West,TEC-AC-10003870,Technology,Accessories,Other,1649.95,5,0,659.98
5436,CA-2016-160171,19-10-16,24-10-16,Standard Class,RM-19675,Robert Marley,Home Office,Kenya,California,West,TEC-AC-10000892,Technology,Accessories,Other,270,3,0,97.2
5443,CA-2016-148712,17-04-16,23-04-16,Standard Class,JM-15535,Jessica Myrick,Consumer,Kenya,New York,East,TEC-AC-10003198,Technology,Accessories,Other,99.6,1,0,36.852
5448,US-2017-127425,26-08-17,31-08-17,Standard Class,DR-12880,Dan Reichenbach,Corporate,Kenya,New York,East,TEC-AC-10002800,Technology,Accessories,Other,249.95,5,0,87.4825
5450,US-2015-119081,12-09-15,19-09-15,Standard Class,TA-21385,Tom Ashbrook,Home Office,Kenya,Kansas,Central,TEC-AC-10001542,Technology,Accessories,Other,57.4,5,0,10.906
5482,CA-2018-105487,08-10-18,14-10-18,Standard Class,CS-12250,Chris Selesnick,Corporate,Kenya,California,West,TEC-AC-10002305,Technology,Accessories,Other,36,2,0,6.48
5483,CA-2018-105487,08-10-18,14-10-18,Standard Class,CS-12250,Chris Selesnick,Corporate,Kenya,California,West,TEC-AC-10003610,Technology,Accessories,Other,239.96,4,0,115.1808
5497,CA-2018-117821,12-06-18,16-06-18,Standard Class,HG-15025,Hunter Glantz,Consumer,Kenya,Ohio,East,TEC-AC-10004469,Technology,Accessories,Other,63.92,2,0.2,19.176
5500,CA-2018-164378,15-07-18,18-07-18,Second Class,MM-18055,Michelle Moray,Consumer,Kenya,New York,East,TEC-AC-10004708,Technology,Accessories,Other,41.9,2,0,8.799
5517,US-2017-138408,18-11-17,21-11-17,Second Class,KC-16255,Karen Carlisle,Corporate,Kenya,Alabama,South,TEC-AC-10003870,Technology,Accessories,Other,1319.96,4,0,527.984
5522,CA-2018-117667,04-12-18,09-12-18,Standard Class,MS-17980,Michael Stewart,Corporate,Kenya,Pennsylvania,East,TEC-AC-10000580,Technology,Accessories,Other,255.968,4,0.2,-28.7964
5532,US-2017-167472,06-06-17,07-06-17,First Class,CK-12595,Clytie Kelty,Consumer,Kenya,Arkansas,South,TEC-AC-10001109,Technology,Accessories,Other,179.94,6,0,75.5748
5533,US-2017-167472,06-06-17,07-06-17,First Class,CK-12595,Clytie Kelty,Consumer,Kenya,Arkansas,South,TEC-AC-10003038,Technology,Accessories,Other,26.85,3,0,5.1015
5534,US-2017-167472,06-06-17,07-06-17,First Class,CK-12595,Clytie Kelty,Consumer,Kenya,Arkansas,South,TEC-AC-10003174,Technology,Accessories,Other,323.37,3,0,129.348
5550,CA-2015-159800,28-11-15,01-12-15,First Class,SG-20470,Sheri Gordon,Consumer,Kenya,California,West,TEC-AC-10003447,Technology,Accessories,Other,139.93,7,0,34.9825
5553,US-2015-159618,12-11-15,16-11-15,Standard Class,DB-12970,Darren Budd,Corporate,Kenya,Texas,Central,TEC-AC-10003832,Technology,Accessories,Other,79.512,3,0.2,20.8719
5602,CA-2015-108903,03-10-15,03-10-15,Same Day,DO-13435,Denny Ordway,Consumer,Kenya,Ohio,East,TEC-AC-10003023,Technology,Accessories,Other,142.488,3,0.2,-3.5622
5610,CA-2018-117198,31-08-18,05-09-18,Standard Class,BG-11035,Barry Gonzalez,Consumer,Kenya,Louisiana,South,TEC-AC-10003033,Technology,Accessories,Other,659.9,2,0,217.767
5611,CA-2016-145828,05-10-16,07-10-16,First Class,MB-17305,Maria Bertelson,Consumer,Kenya,Ohio,East,TEC-AC-10002323,Technology,Accessories,Other,53.04,3,0.2,-4.641
5612,CA-2018-121027,18-08-18,22-08-18,Standard Class,HW-14935,Helen Wasserman,Corporate,Kenya,Washington,West,TEC-AC-10002049,Technology,Accessories,Other,843.9,2,0,371.316
5613,CA-2018-121027,18-08-18,22-08-18,Standard Class,HW-14935,Helen Wasserman,Corporate,Kenya,Washington,West,TEC-AC-10002253,Technology,Accessories,Other,1496.16,9,0,224.424
5620,US-2017-124163,25-09-17,30-09-17,Standard Class,SC-20695,Steve Chapman,Corporate,Kenya,Wisconsin,Central,TEC-AC-10001908,Technology,Accessories,Other,499.95,5,0,174.9825
5624,CA-2017-121748,24-10-17,28-10-17,Second Class,VW-21775,Victoria Wilson,Corporate,Kenya,California,West,TEC-AC-10003063,Technology,Accessories,Other,100,4,0,21
5625,CA-2017-121748,24-10-17,28-10-17,Second Class,VW-21775,Victoria Wilson,Corporate,Kenya,California,West,TEC-AC-10002637,Technology,Accessories,Other,359.98,2,0,21.5988
5631,CA-2015-127614,11-02-15,15-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,Kenya,Virginia,South,TEC-AC-10001432,Technology,Accessories,Other,234.45,3,0,103.158
5637,CA-2018-123022,03-09-18,08-09-18,Standard Class,SC-20050,Sample Company A,Home Office,Kenya,California,West,TEC-AC-10000474,Technology,Accessories,Other,284.97,3,0,85.491
5658,CA-2017-145261,18-12-17,21-12-17,First Class,AH-10120,Adrian Hane,Home Office,Kenya,Oregon,West,TEC-AC-10000991,Technology,Accessories,Other,112.776,3,0.2,-8.4582
5670,CA-2017-142405,11-06-17,15-06-17,Standard Class,SE-20110,Sanjit Engle,Consumer,Kenya,Washington,West,TEC-AC-10003095,Technology,Accessories,Other,389.97,3,0,132.5898
5677,CA-2015-135993,28-05-15,02-06-15,Standard Class,PJ-18835,Patrick Jones,Corporate,Kenya,Washington,West,TEC-AC-10004877,Technology,Accessories,Other,27.6,4,0,2.208
5702,CA-2017-125661,24-11-17,26-11-17,First Class,CA-12055,Cathy Armstrong,Home Office,Kenya,Ohio,East,TEC-AC-10004855,Technology,Accessories,Other,139.96,5,0.2,-22.7435
5705,US-2015-123519,14-12-15,21-12-15,Standard Class,SS-20875,Sung Shariari,Consumer,Kenya,Ohio,East,TEC-AC-10003033,Technology,Accessories,Other,263.96,1,0.2,42.8935
5716,CA-2016-124107,09-10-16,12-10-16,Second Class,BM-11650,Brian Moss,Corporate,Kenya,Michigan,Central,TEC-AC-10002049,Technology,Accessories,Other,619.95,5,0,111.591
5722,CA-2016-138674,14-11-16,17-11-16,First Class,KB-16585,Ken Black,Corporate,Kenya,Oregon,West,TEC-AC-10000358,Technology,Accessories,Other,91.176,3,0.2,4.5588
5723,CA-2016-138674,14-11-16,17-11-16,First Class,KB-16585,Ken Black,Corporate,Kenya,Oregon,West,TEC-AC-10002800,Technology,Accessories,Other,159.968,4,0.2,29.994
5726,CA-2016-103933,25-09-16,27-09-16,First Class,DR-12880,Dan Reichenbach,Corporate,Kenya,New York,East,TEC-AC-10004171,Technology,Accessories,Other,899.91,9,0,395.9604
5728,CA-2018-117324,08-12-18,13-12-18,Standard Class,JP-15520,Jeremy Pistek,Consumer,Kenya,Wisconsin,Central,TEC-AC-10003023,Technology,Accessories,Other,178.11,3,0,32.0598
5748,CA-2017-113733,08-12-17,12-12-17,Standard Class,LH-16900,Lena Hernandez,Consumer,Kenya,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Other,68.112,3,0.2,17.8794
5749,CA-2017-113733,08-12-17,12-12-17,Standard Class,LH-16900,Lena Hernandez,Consumer,Kenya,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Other,16.56,3,0.2,-2.484
5768,CA-2018-126396,08-09-18,12-09-18,Second Class,AR-10345,Alex Russell,Corporate,Kenya,Texas,Central,TEC-AC-10003116,Technology,Accessories,Other,85.2,6,0.2,20.235
5815,US-2016-106495,15-06-16,17-06-16,First Class,AC-10450,Amy Cox,Consumer,Kenya,Florida,South,TEC-AC-10002718,Technology,Accessories,Other,11.672,1,0.2,-0.7295
5832,CA-2016-111206,18-07-16,22-07-16,Standard Class,RF-19735,Roland Fjeld,Consumer,Kenya,California,West,TEC-AC-10003095,Technology,Accessories,Other,519.96,4,0,176.7864
5837,CA-2016-101868,09-06-16,16-06-16,Standard Class,MJ-17740,Max Jones,Consumer,Kenya,Florida,South,TEC-AC-10004396,Technology,Accessories,Other,72.6,5,0.2,-8.1675
5887,US-2015-109456,16-10-15,17-10-15,Same Day,LS-17245,Lynn Smith,Consumer,Kenya,California,West,TEC-AC-10003610,Technology,Accessories,Other,179.97,3,0,86.3856
5893,CA-2017-146157,21-11-17,26-11-17,Standard Class,RD-19720,Roger Demir,Consumer,Kenya,Illinois,Central,TEC-AC-10003657,Technology,Accessories,Other,81.576,3,0.2,2.0394
5907,US-2018-153948,06-11-18,06-11-18,Same Day,FM-14290,Frank Merwin,Home Office,Kenya,California,West,TEC-AC-10003441,Technology,Accessories,Other,16.95,1,0,1.017
5921,US-2016-126977,17-09-16,23-09-16,Standard Class,PF-19120,Peter Fuller,Consumer,Kenya,New York,East,TEC-AC-10003033,Technology,Accessories,Other,659.9,2,0,217.767
5926,CA-2018-150420,03-06-18,08-06-18,Standard Class,GD-14590,Giulietta Dortch,Corporate,Kenya,Washington,West,TEC-AC-10004975,Technology,Accessories,Other,1099.5,10,0,362.835
5934,US-2018-169551,07-07-18,09-07-18,First Class,RL-19615,Rob Lucas,Consumer,Kenya,Pennsylvania,East,TEC-AC-10002018,Technology,Accessories,Other,16.776,3,0.2,4.8231
5935,US-2018-169551,07-07-18,09-07-18,First Class,RL-19615,Rob Lucas,Consumer,Kenya,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Other,527.92,2,0.2,85.787
5941,CA-2018-112431,12-10-18,14-10-18,Second Class,RW-19690,Robert Waldorf,Consumer,Kenya,California,West,TEC-AC-10001465,Technology,Accessories,Other,435.84,12,0,130.752
5945,CA-2015-104178,25-08-15,29-08-15,Standard Class,JM-15265,Janet Molinari,Corporate,Kenya,California,West,TEC-AC-10002399,Technology,Accessories,Other,95.1,5,0,30.432
5950,CA-2018-161046,05-03-18,05-03-18,Same Day,CB-12535,Claudia Bergmann,Corporate,Kenya,Mississippi,South,TEC-AC-10004571,Technology,Accessories,Other,299.97,3,0,125.9874
6022,US-2017-156692,13-08-17,13-08-17,Same Day,HG-15025,Hunter Glantz,Consumer,Kenya,Louisiana,South,TEC-AC-10000158,Technology,Accessories,Other,71.98,2,0,15.1158
6024,US-2018-128832,24-04-18,27-04-18,First Class,LS-16945,Linda Southworth,Corporate,Kenya,Rhode Island,East,TEC-AC-10004855,Technology,Accessories,Other,69.98,2,0,4.8986
6060,CA-2015-138072,30-12-15,03-01-16,Standard Class,GA-14725,Guy Armstrong,Consumer,Kenya,Pennsylvania,East,TEC-AC-10004859,Technology,Accessories,Other,27.968,2,0.2,6.992
6077,CA-2017-151561,01-09-17,07-09-17,Standard Class,PG-18820,Patrick Gardner,Consumer,Kenya,New York,East,TEC-AC-10001432,Technology,Accessories,Other,468.9,6,0,206.316
6078,CA-2017-151561,01-09-17,07-09-17,Standard Class,PG-18820,Patrick Gardner,Consumer,Kenya,New York,East,TEC-AC-10003399,Technology,Accessories,Other,72.48,2,0,30.4416
6085,US-2017-132577,22-11-17,27-11-17,Standard Class,JE-15475,Jeremy Ellison,Consumer,Kenya,Texas,Central,TEC-AC-10000387,Technology,Accessories,Other,24.032,2,0.2,-0.6008
6092,CA-2018-100111,20-09-18,26-09-18,Standard Class,SV-20365,Seth Vernon,Consumer,Kenya,New York,East,TEC-AC-10002647,Technology,Accessories,Other,212.8,2,0,95.76
6094,CA-2018-100111,20-09-18,26-09-18,Standard Class,SV-20365,Seth Vernon,Consumer,Kenya,New York,East,TEC-AC-10001465,Technology,Accessories,Other,72.64,2,0,21.792
6104,CA-2018-100111,20-09-18,26-09-18,Standard Class,SV-20365,Seth Vernon,Consumer,Kenya,New York,East,TEC-AC-10001998,Technology,Accessories,Other,59.97,3,0,20.3898
6108,CA-2015-120852,20-12-15,25-12-15,Standard Class,WB-21850,William Brown,Consumer,Kenya,Texas,Central,TEC-AC-10004510,Technology,Accessories,Other,65.44,5,0.2,-8.18
6125,CA-2018-145772,03-06-18,07-06-18,Standard Class,SS-20140,Saphhira Shifley,Corporate,Kenya,California,West,TEC-AC-10003038,Technology,Accessories,Other,44.75,5,0,8.5025
6130,CA-2018-162033,26-03-18,02-04-18,Standard Class,EM-14200,Evan Minnotte,Home Office,Kenya,Virginia,South,TEC-AC-10003116,Technology,Accessories,Other,53.25,3,0,20.7675
6136,CA-2016-105613,18-10-16,22-10-16,Standard Class,KN-16705,Kristina Nunn,Home Office,Kenya,Texas,Central,TEC-AC-10000521,Technology,Accessories,Other,27.696,3,0.2,3.462
6159,CA-2017-104150,03-08-17,05-08-17,Second Class,AG-10330,Alex Grayson,Consumer,Kenya,Oklahoma,Central,TEC-AC-10004803,Technology,Accessories,Other,167.28,12,0,23.4192
6167,CA-2015-103989,19-03-15,21-03-15,First Class,MC-17605,Matt Connell,Corporate,Kenya,Florida,South,TEC-AC-10002647,Technology,Accessories,Other,170.24,2,0.2,53.2
6174,US-2015-106299,02-08-15,08-08-15,Standard Class,NZ-18565,Nick Zandusky,Home Office,Kenya,Missouri,Central,TEC-AC-10003237,Technology,Accessories,Other,21.2,2,0,9.116
6202,CA-2016-146675,16-04-16,20-04-16,Standard Class,SB-20185,Sarah Brown,Consumer,Kenya,Illinois,Central,TEC-AC-10004396,Technology,Accessories,Other,43.56,3,0.2,-4.9005
6230,CA-2017-148208,22-01-17,27-01-17,Standard Class,BT-11530,Bradley Talbott,Home Office,Kenya,Ohio,East,TEC-AC-10000171,Technology,Accessories,Other,55.176,3,0.2,15.8631
6247,CA-2016-112305,20-11-16,25-11-16,Standard Class,KB-16405,Katrina Bavinger,Home Office,Kenya,Washington,West,TEC-AC-10002018,Technology,Accessories,Other,13.98,2,0,6.0114
6273,CA-2018-149706,11-12-18,12-12-18,First Class,AS-10285,Alejandro Savely,Corporate,Kenya,Illinois,Central,TEC-AC-10001284,Technology,Accessories,Other,116.312,7,0.2,23.2624
6275,US-2017-139087,17-07-17,22-07-17,Second Class,DK-13375,Dennis Kane,Consumer,Kenya,Washington,West,TEC-AC-10004595,Technology,Accessories,Other,428.4,3,0,89.964
6343,CA-2016-146255,07-03-16,10-03-16,First Class,EM-14140,Eugene Moren,Home Office,Kenya,Delaware,East,TEC-AC-10004469,Technology,Accessories,Other,119.85,3,0,52.734
6374,CA-2018-143035,03-10-18,05-10-18,Second Class,CC-12430,Chuck Clark,Home Office,Kenya,New York,East,TEC-AC-10002049,Technology,Accessories,Other,371.97,3,0,66.9546
6379,CA-2018-150623,10-04-18,14-04-18,Standard Class,DB-13360,Dennis Bolton,Home Office,Kenya,Connecticut,East,TEC-AC-10004571,Technology,Accessories,Other,99.99,1,0,41.9958
6385,US-2018-104661,15-01-18,18-01-18,First Class,TB-21250,Tim Brockman,Consumer,Kenya,Texas,Central,TEC-AC-10003628,Technology,Accessories,Other,47.984,2,0.2,14.3952
6386,US-2018-104661,15-01-18,18-01-18,First Class,TB-21250,Tim Brockman,Consumer,Kenya,Texas,Central,TEC-AC-10002331,Technology,Accessories,Other,62.592,8,0.2,13.3008
6414,CA-2018-151211,17-08-18,23-08-18,Standard Class,AH-10120,Adrian Hane,Home Office,Kenya,Kentucky,South,TEC-AC-10004510,Technology,Accessories,Other,98.16,6,0,9.816
6423,CA-2015-159121,26-07-15,01-08-15,Standard Class,JO-15145,Jack O'Briant,Corporate,Kenya,Utah,West,TEC-AC-10002006,Technology,Accessories,Other,111.93,7,0,34.6983
6462,US-2018-133361,14-05-18,17-05-18,First Class,AJ-10780,Anthony Jacobs,Corporate,Kenya,Maryland,East,TEC-AC-10003280,Technology,Accessories,Other,89.97,3,0,18.8937
6467,CA-2018-153080,22-05-18,25-05-18,Second Class,EH-13945,Eric Hoffmann,Consumer,Kenya,California,West,TEC-AC-10002331,Technology,Accessories,Other,68.46,7,0,25.3302
6472,CA-2016-108532,29-08-16,02-09-16,Standard Class,CC-12100,Chad Cunningham,Home Office,Kenya,Michigan,Central,TEC-AC-10004510,Technology,Accessories,Other,114.52,7,0,11.452
6478,CA-2018-140872,03-06-18,10-06-18,Standard Class,NR-18550,Nick Radford,Consumer,Kenya,Florida,South,TEC-AC-10003832,Technology,Accessories,Other,205.992,1,0.2,-2.5749
6483,CA-2018-140872,03-06-18,10-06-18,Standard Class,NR-18550,Nick Radford,Consumer,Kenya,Florida,South,TEC-AC-10002942,Technology,Accessories,Other,110.4,2,0.2,-4.14
6495,CA-2018-111262,28-10-18,01-11-18,Second Class,KH-16510,Keith Herrera,Consumer,Kenya,Texas,Central,TEC-AC-10002167,Technology,Accessories,Other,24,2,0.2,-2.7
6497,CA-2018-111262,28-10-18,01-11-18,Second Class,KH-16510,Keith Herrera,Consumer,Kenya,Texas,Central,TEC-AC-10004510,Technology,Accessories,Other,26.176,2,0.2,-3.272
6500,CA-2016-103135,24-07-16,28-07-16,Standard Class,SS-20515,Shirley Schmidt,Home Office,Kenya,Kentucky,South,TEC-AC-10003289,Technology,Accessories,Other,279.86,14,0,64.3678
6533,US-2018-107384,04-12-18,08-12-18,Standard Class,TP-21130,Theone Pippenger,Consumer,Kenya,Minnesota,Central,TEC-AC-10004595,Technology,Accessories,Other,142.8,1,0,29.988
6534,US-2018-107384,04-12-18,08-12-18,Standard Class,TP-21130,Theone Pippenger,Consumer,Kenya,Minnesota,Central,TEC-AC-10001539,Technology,Accessories,Other,399.95,5,0,143.982
6554,CA-2015-137092,20-10-15,22-10-15,Second Class,LS-16975,Lindsay Shagiari,Home Office,Kenya,Illinois,Central,TEC-AC-10001606,Technology,Accessories,Other,319.968,4,0.2,71.9928
6572,CA-2015-100678,18-04-15,22-04-15,Standard Class,KM-16720,Kunst Miller,Consumer,Kenya,Texas,Central,TEC-AC-10000474,Technology,Accessories,Other,227.976,3,0.2,28.497
6576,CA-2018-123085,03-03-18,08-03-18,Standard Class,EJ-13720,Ed Jacobs,Consumer,Kenya,California,West,TEC-AC-10000990,Technology,Accessories,Other,1049.44,8,0,440.7648
